done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,"9,10,11,17,18,19",c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,"4,5,6,9,10,11",a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,"4,5,6,12,13,14",a6c5dd00b428e2e9e8b34493f89061f41a57803453e02cc0a33eebad02bb67b3,"12,18,23,28",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42458be649828359e482a6f52f2a14dc7cd6d80713673989fb77d4e3cb796a2b,"12,18,23",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92b3033f4b46bae6894dac3ab9b6d0a62f4dee3a32bda563b2c02348658cad16,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06dc5fb45d55c7911986605c22e2350d9bcee6de5b4934dd8ec2fb79338d9b5d,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6da68f2f9dfc66a7d86976eec1d6bb038aecb408a111149c206df647cedd97a6,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,14,,,
x,110,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/311,5,1,1.3,On any list in the app there are no artist names present.,5,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5_augmented.png,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5.png,,,Undesirable component,Data is not displayed,Data is not displayed,Easy,ok,Easy,4,5,4,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,,6,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,,f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,"4,5,6,12,13,14",f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,14,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,"4,5,6",c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,"9,10,11,17,18,19",c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,"4,5,6,9,10,11",a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,"4,5,6,12,13,14",a6c5dd00b428e2e9e8b34493f89061f41a57803453e02cc0a33eebad02bb67b3,"12,18,23,28",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42458be649828359e482a6f52f2a14dc7cd6d80713673989fb77d4e3cb796a2b,"12,18,23",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92b3033f4b46bae6894dac3ab9b6d0a62f4dee3a32bda563b2c02348658cad16,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06dc5fb45d55c7911986605c22e2350d9bcee6de5b4934dd8ec2fb79338d9b5d,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6da68f2f9dfc66a7d86976eec1d6bb038aecb408a111149c206df647cedd97a6,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,14,,,
x,110,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/311,5,2,1.4,Not even in the artist tab - there are song names listed there instead.,5,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5_augmented.png,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5.png,,,Undesirable component,Data is not displayed,Data is not displayed,Easy,Hard,Hard,3,ok,3,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,,6,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,,f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,"4,5,6,12,13,14",f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,14,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,"4,5,6",c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,"9,10,11,17,18,19",c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,"4,5,6,9,10,11",a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,"4,5,6,12,13,14",a6c5dd00b428e2e9e8b34493f89061f41a57803453e02cc0a33eebad02bb67b3,"12,18,23,28",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42458be649828359e482a6f52f2a14dc7cd6d80713673989fb77d4e3cb796a2b,"12,18,23",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92b3033f4b46bae6894dac3ab9b6d0a62f4dee3a32bda563b2c02348658cad16,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06dc5fb45d55c7911986605c22e2350d9bcee6de5b4934dd8ec2fb79338d9b5d,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6da68f2f9dfc66a7d86976eec1d6bb038aecb408a111149c206df647cedd97a6,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,14,,,
x,110,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/311,5,3,4.3,3. They're never written anywhere,5,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5_augmented.png,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5.png,,,Undesirable component,Data is not displayed,Data is not displayed,Easy,Hard,Hard,3,2,2,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,,6,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,,f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,"4,5,6,12,13,14",f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,14,,,
,,,,,,,,,,,,,,,,,,,,,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,,5,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,"4,5,6",c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,"9,10,11,17,18,19",c467ccb28230227dbe849efad4550eec1e2d17e4f7653859232632e47ed3087b,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,"4,5,6,9,10,11",a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,"4,5,6,12,13,14",a6c5dd00b428e2e9e8b34493f89061f41a57803453e02cc0a33eebad02bb67b3,"12,18,23,28",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42458be649828359e482a6f52f2a14dc7cd6d80713673989fb77d4e3cb796a2b,"12,18,23",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92b3033f4b46bae6894dac3ab9b6d0a62f4dee3a32bda563b2c02348658cad16,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06dc5fb45d55c7911986605c22e2350d9bcee6de5b4934dd8ec2fb79338d9b5d,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6da68f2f9dfc66a7d86976eec1d6bb038aecb408a111149c206df647cedd97a6,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc,14,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,168,Junayed,Oscar,https://github.com/cgeo/cgeo/issues/7369,3,0,0,Google maps crashes on Android 10,3,../../burt/data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo3_augmented.png,../../burt/data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo3.png,,,App crashes,ok,App crashes,Easy,ok,Easy,5,4,4,,322bbbb7465636753f17c449b589b25ba057c3860334452397b4deb8f16dd63c,,"2,3",c4f2e3c4a1feef9623133c92e53b1c9ab623788e484d75bd332e821cdaf438d7,,"The crash is manifested in the home Android screen (not the typical Android app crash screen )

ok",,,322bbbb7465636753f17c449b589b25ba057c3860334452397b4deb8f16dd63c,"2,3",c4f2e3c4a1feef9623133c92e53b1c9ab623788e484d75bd332e821cdaf438d7,,,,
x,168,Junayed,Oscar,https://github.com/cgeo/cgeo/issues/7369,3,1,4.1,The app immediately crashes,3,../../burt/data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo3_augmented.png,../../burt/data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo3.png,,,App crashes,ok,App crashes,Easy,ok,Easy,3,4,3,,322bbbb7465636753f17c449b589b25ba057c3860334452397b4deb8f16dd63c,,"2,3",c4f2e3c4a1feef9623133c92e53b1c9ab623788e484d75bd332e821cdaf438d7,,ok,,,322bbbb7465636753f17c449b589b25ba057c3860334452397b4deb8f16dd63c,"2,3",c4f2e3c4a1feef9623133c92e53b1c9ab623788e484d75bd332e821cdaf438d7,,,,
x,248,Oscar,Junayed,https://github.com/getodk/collect/issues/2958,45,0,0,Accessing General settings form Admin settings does not display disabled submenus,45,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45_augmented.png,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45.png,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,4,ok,4,,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,,"3,4,7,8",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,ok,"The bug is reproduced but in a different way as described in the bug report (verified with Junayed).

The OBs in this bug are hard because the bug depends on which submenus are disabled

I consider there are no manifesting components because the problem is that some components don't show up",,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,"3,4,7,8",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,ok,,,,,a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,,,
x,248,Oscar,Junayed,https://github.com/getodk/collect/issues/2958,45,1,4.1,Accessing General settings from Admin settings does not display all General settings submenus if access to them has been revoked from normal users.,45,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45_augmented.png,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45.png,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,5,ok,5,,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,,"3,4",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,ok,,,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,"3,4",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"7,8",a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,,,,,"7,8",a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,,,
x,248,Oscar,Junayed,https://github.com/getodk/collect/issues/2958,45,2,5.1,"When normal user access for all settings has been disabled, only the following submenu items are available in admin mode:",45,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45_augmented.png,../../burt/data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect45.png,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,5,ok,5,,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,,"3,4",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,ok,,,f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93,"3,4",746b7785ee9c627da4fe423cf866b024a369437c01896bce0b505df29e901db8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"7,8",a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,ok,,,,"7,8",a3bf5a4e19286dce7e54c6a45f5ce92fd6e03d357802cbd1af9d3ae67610c764,,,,
x,1563,Oscar,Junayed,https://github.com/lfuelling/lrkFM/issues/26,7,0,1.2,"When reloading the current directory after completing a file operation, the list scrolls to the top (obviously because it's reinitialized).",7,../../burt/data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm7_augmented.png,../../burt/data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm7.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Hard,ok,Hard,5,ok,5,,ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad,,1,c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2,,ok,"The bug is reproduced but in a different way as described in the bug report.

It could be difficult to detect when the screen scrolls back up on its own because there are multiple images showing a list of files",,ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad,1,c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2,,,,
x,1563,Oscar,Junayed,https://github.com/lfuelling/lrkFM/issues/26,7,1,3.3,3. Scroll moves back up,7,../../burt/data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm7_augmented.png,../../burt/data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm7.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Hard,ok,Hard,2,ok,2,,ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad,,1,c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2,,ok,,,ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad,1,c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2,,,,
x,1223,Oscar,Junayed,https://github.com/codinguser/gnucash-android/issues/701,,0,0,Split memos disappear,19,,,,,Data is not displayed,ok,Data is not displayed,Easy,ok,Easy,3,ok,3,,b49f4cb60de27ca30271427852845b29e877963a9f29a16e31c2348bd4416511,,7,b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c,10,ok,It may be easy to locate the screens/components because there are specific screen/components for the splitting functionality and the memos,,b49f4cb60de27ca30271427852845b29e877963a9f29a16e31c2348bd4416511,7,b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,4e31808d9bec699a30152ca0fabe8e5fc8fd0a0091afe25a4ba7efee35f15aac,,7,1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1,10,ok,"Not sure if 1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1 will be considered a manifest screen. Here, the memo is edited but has not disappeared.",,4e31808d9bec699a30152ca0fabe8e5fc8fd0a0091afe25a4ba7efee35f15aac,7,1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,24439903177e53f23a847bd2a1bf4cb1c0160c5c2843d145f993db9ceacb0095,,7,,,ok,,,24439903177e53f23a847bd2a1bf4cb1c0160c5c2843d145f993db9ceacb0095,7,,,,,
x,1223,Oscar,Junayed,https://github.com/codinguser/gnucash-android/issues/701,,1,3.2,Split do not have their memos anymore.,19,,,,,Data is not displayed,ok,Data is not displayed,Easy,ok,Easy,3,ok,3,,b49f4cb60de27ca30271427852845b29e877963a9f29a16e31c2348bd4416511,,7,b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c,10,ok,,,b49f4cb60de27ca30271427852845b29e877963a9f29a16e31c2348bd4416511,7,b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,4e31808d9bec699a30152ca0fabe8e5fc8fd0a0091afe25a4ba7efee35f15aac,,7,1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1,10,ok,"Not sure if 1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1 will be considered a manifest screen. Here, the memo is edited but has not disappeared.",,4e31808d9bec699a30152ca0fabe8e5fc8fd0a0091afe25a4ba7efee35f15aac,7,1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,24439903177e53f23a847bd2a1bf4cb1c0160c5c2843d145f993db9ceacb0095,,7,,,ok,,,24439903177e53f23a847bd2a1bf4cb1c0160c5c2843d145f993db9ceacb0095,7,,,,,
x,1641,Oscar,Antu,https://github.com/TheMHMoritz3/Trainer-App/issues/25,9,0,0,No Compliance of the Trainings Type Slider,,,,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,1,ok,1,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,OK,,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,,,
x,1641,Oscar,Antu,https://github.com/TheMHMoritz3/Trainer-App/issues/25,9,1,1.2,"If you choose Something at the TrainingsTypeSlider, there is no compliance of the value.",,,,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,1,ok,1,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,,,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,,,
x,1641,Oscar,Antu,https://github.com/TheMHMoritz3/Trainer-App/issues/25,9,2,3.3,3. See error,,,,,,Component is not displayed (correctly),ok,Component is not displayed (correctly),Hard,ok,Hard,1,ok,1,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,,,,1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702,0,fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8,4,,,
x,11,Antu,Ying,https://github.com/gauravjot/android-noad-music-player/issues/1 ,2,0,0,Bug: App crash when i allow access to my file,2,../../burt/data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer2_augmented.png,../../burt/data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer2.png,,,App crashes,ok,App crashes,Easy,ok,Easy,4,ok,4,,61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a,,3,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,"Components (Manisfesting):
App crashes -> blank cell",,,61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a,3,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311,,4,,,,,,48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311,4,,,,,
x,11,Antu,Ying,https://github.com/gauravjot/android-noad-music-player/issues/1,2,1,2.1,"When I launched the app, I got a pop up that I should grant permission, I clicked on accept, and the app pops up again that I should allow access to my file and I clicked allow, the app roll and crashed.",2,../../burt/data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer2_augmented.png,../../burt/data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer2.png,,,App crashes,ok,App crashes,Easy,ok,Easy,5,ok,5,,61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a,,3,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,"Components (Manisfesting):
App crashes -> blank cell",,,61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a,3,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311,,4,,,,,,48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311,4,,,,,
